run         lumi          event
171812       100      109327523
172401        85      105780542
172401       102      129449302
172401       103      129758303
170826       210      251689527
170826       269      330755946
170826       279      343628328
170826       283      347940242
170826       284      349627785
171156       121       91095319
172255        13       17744347
171156       278      251666012
171219        84       76564437
171219        89       83627051
172033       204      259037822
172033       204      259552818
172033       254      320526240
172033       254      320580545
172033       255      321137145
172033       282      360693575
171178       600      637886733
171178       631      669845565
171178       662      701036215
171178       678      716406581
171178       778      817061794
171484       291      341126727
171484       292      341871944
171484       294      344779091
170826       113      118065978
171282       118      164363283
171282       120      167133340
171282       123      171675034
171315        87       79110399
171484        98       82852480
171484       129      126272942
171812       415      542790824
170854        17       15923831
170854        24       23447668
171178        53       56430407
171178       129      135436455
171178       130      136506239
171178        86       88749036
171178        92       95296009
171178       178      190045419
170854       241      249333231
170854       274      283090507
170854       308      316583511
170854       411      417838633
172286       145      183154942
172286       146      184281422
172389       333      486719816
172399        58       40575076
172400       128      179745188
170854       216      223751622
170854       219      227310540
170854       219      227300691
170854       230      238383928
170854       235      243161397
170854       332      340750570
170854       369      376628140
170854       391      398390211
170876       217      186593390
170876       340      292391923
170876       341      292984526
170876       343      294546941
170876       350      300745237
170876       392      335945893
170876       400      342329055
170876       451      388775104
170876       452      389405250
170876       454      391223484
172014         8        9063475
172163       209      315116910
172208        87       87123980
172400        86      120774970
171050       454      584344379
171274       112       75522179
172163       235      352926525
172163       279      416944074
172389       449      647398034
172389       335      490425288
172399        67       55878426
170854        73       74543800
170854        73       74585422
170854       249      257686612
172286       197      263931523
172286       198      265936787
172399       198      264403752
172400       527      710796049
170876       291      250999369
171091        69       76271505
171926        42       56761926
172163       547      776815595
172163       578      824646174
172014       221      337035199
172014       222      339117571
172163       272      407002801
172163       273      408813329
172163       290      432306404
172286       156      200175339
172286       156      200199292
172286       158      204176945
172411       175      191006379
172411       179      197515957
170826       217      261373055
170826       174      203213469
170826       175      204006448
170826       179      210236296
171156        62       35091255
171156        64       36979326
171156       222      174613806
171156       167      133214168
172208        64       46191117
172208       103      114309328
172208       105      117501590
172208       106      118679768
172208       110      125478180
172286       155      198449078
172399       103      114888755
171926         6        4968886
172033       627      834683563
172163       717     1028880432
172163       756     1083251202
171050       393      504838796
171050       419      539447479
171812       338      428776806
171812       265      333198489
172033       611      813915357
171926        34       45260866
171926        38       51349098
171926        40       54148824
172208       122      144810960
172208       124      148678458
172208       125      150233809
172208       126      152375705
172399        90       93105829
172400       222      306334456
172400       225      310903624
172400       226      311439568
172400       288      394407310
172400       289      395615652
172400       290      397038747
171369        44       18646717
171578       379      372395435
171812       399      519471674
171050       403      517937279
171446       117      118968948
171446       147      160490497
171446       150      164607021
171484       156      163604876
171812       368      473522399
172400       205      283021427
172400       314      429145768
172400       315      430523302
172400       330      449797542
172400       386      520416535
172163        49       66235442
172163        55       75656423
172163        58       80566565
172163        60       83643103
172163        89      129773460
172163        91      133414197
172163        92      135200901
172163       130      194532153
172389       174      248780630
171156       582      635280483
171446       758      975702539
171446       760      977968654
171178       818      858232284
171178       820      859560683
171178       821      861105086
171178       836      875553217
171178       904      943226031
171178       951      989479253
171178       960      998046966
171178       989     1025967474
171178      1011     1047822032
171274        94       47593641
171274        95       48729688
172163       138      207122718
171050        53       23228249
171050        54       25535354
171369       132      137022550
172163       339      501409678
172163       340      503262117
172163       342      506206428
172163       330      488480960
172163       333      492787251
172389       422      611135029
172400       310      423126973
172268        94      104126464
172268        95      105647843
172400       409      549784627
172400       414      556568049
172400       416      558591412
172163       259      388305506
172400       152      212138388
172014       169      260435366
172014       179      275482547
172286        98      107753737
171050       443      570300834
171050       444      571118945
171315       114      116549455
171484       122      116972025
171484       207      232188491
171091        13       12079590
171091        25       26295756
171091        90       99630527
171091        94      104080642
171106        87       95371375
171106        89       98160780
171106       253      281272569
171156       603      660836035
171156       650      715868969
171446       349      421052558
171446       409      503547362
171446       413      508424404
171484       349      411417179
171484       391      469590497
171484       391      470715787
171484       391      470257807
171484       405      490049837
171484       412      499890538
172389       311      455723119
171050       263      332689432
171812       273      343830337
171812       276      347982351
170842        22       25100980
170842        23       26007343
170842        24       27623083
171178       633      671564761
171178       658      696645744
171178       707      745316974
171178       711      749406294
171178       717      755574009
171156       474      504955028
171156       479      510250628
171156       548      594523514
171446       540      687873624
172163       116      172621638
171369       127      130499593
171369       127      129286837
171484       276      321304146
171926       233      309499802
171926       235      311899392
172033       429      569035940
172268       129      164809665
172268       134      174216756
172268       135      175678728
172389        68       78248592
170842       245      293547220
170842       248      297219714
171156       355      353865025
171446       470      590661263
171446       479      603474224
171282        53       72665664
171315        73       59274102
171484       136      135965844
171484       140      142031414
171484       142      144625155
171812       328      413633018
171812       340      432221768
171812       341      433703169
171812       343      437298899
171484       341      401851857
171578       822      862007023
171578       923      971208502
172619        48       43130025
172252        39       44289358
172252        39       44990598
171050       499      641930471
171315        70       55482588
171812       350      447144435
171812       350      447199957
171812       387      502572863
171812       378      488081188
171812       382      494324596
172163       695      996723167
172389        60       66312070
170842       192      231190608
171091        24       25161926
171156       525      567525028
171156       568      618553369
171050        73       51114101
171050        74       52362931
172033        62       80596632
172033        55       70759892
172163       406      592368496
172163       424      617252922
172163        38       48563109
172163       483      693919106
172163       516      736715794
172163       536      762369888
172163       556      790990574
172163       564      803484711
172399       216      291359144
172389       132      182813022
172389       135      187383803
172389       109      146135577
172389       186      268876320
172400        71       99953067
172400        75      104799429
172400        99      139655660
170842         4        2564374
170842       216      260242787
171156       303      284166329
171156       306      288380811
171446       387      471385114
170842        26       30049568
171156        43       16745739
170842       224      269549985
171812       309      388958249
171812       309      389770393
171812       316      398423175
172163       291      434440551
172163       524      746762529
172163       526      749593056
172252        32       32281261
172401         5         544986
171156       608      666915675
171156       609      667388530
171156       623      683779882
171446       660      848331816
171446       730      939109110
171050       203      244945365
171050       351      455851554
171050       427      549892284
171050       429      551411007
171050       431      554029520
171050       459      590909982
171050       461      593497177
171050       465      598244008
171050       495      637617645
171050       612      784121714
171926       121      161818036
172163       429      623313866
170842        90      109333162
170842        90      109733761
170842       117      142057927
170842       197      237266646
170842       197      237726457
171050       378      485115348
171156       232      188898383
171156       236      194155381
171156       238      196845414
171369        81       66941721
171369        81       66904171
171446       323      389009345
171446       328      395901277
171578       638      660153655
171578       571      587565378
171578       579      595984803
172478        65       71484918
172478        66       72849427
172024        41       54680713
172024        44       58736999
172400       375      506463420
172014        10       12254125
170876       504      438290088
170896        42       35670967
170896        48       41173882
170896        60       51469743
170896       114      100529016
172286        57       39185358
172286        63       50398886
172389       191      275243545
172389       192      277176982
172389       194      280175517
172411       214      253680193
171050       167      192327775
171050       168      194595054
171219       129      139815269
172033       351      459396696
172163       563      801477798
172163       569      811604659
172163       587      837695914
172033       293      377203315
172163       459      662754246
172400       472      631007186
172400       529      713918195
170826        84       76407515
170826        87       79625964
170842       124      151207743
171446       191      219464777
171050       280      356445198
171050       304      391357179
171050       307      395449401
171050       308      397057556
171050       311      399952913
171369        53       28854281
171369       119      119456291
171369       120      120231135
171484        65       37977333
171484        72       45927980
172024        49       66354228
172024        51       68692463
170854        10        8850195
170854        52       51853916
171178        26       26183473
171578       419      418283547
171578       461      466289676
171578       467      473965380
171178       840      879816267
171446       700      900542205
171446       703      905161982
171446       811     1042334571
171446       815     1047316693
171484       427      520657471
171484       428      522522661
171812       395      513613689
172399       201      268086716
172399       203      271319817
172399       204      273452799
171156       114       84189955
171156       331      321595729
171446       461      577322646
171274       131      103180835
171926       219      292207121
172033       124      160099662
172033       319      414429384
172163       514      734093345
172014        44       68628457
172208       167      218647078
172208       169      222017850
172411       162      169156471
172286       131      161177477
172389       304      445605186
172389       308      451652800
172389       319      466609301
172389       324      473661260
172389       325      474763463
172389       325      474863216
172389       326      477427121
171446       108      105872039
171446       178      202046131
171484       118      110795894
171446       531      675255823
170842       164      198845410
170842       167      202901066
171106       131      145593153
171106       216      240835233
171106       218      243423599
171578       168      155025704
171578       172      158981581
171578       395      390700352
171578       396      391431198
171117        35       34219662
171117        36       35521634
171178       262      279661357
171178       267      285377481
171178       269      288536277
171178       270      288859960
171178       271      289771044
171178       280      300729006
171578       355      344134258
171578       357      346490829
171578       361      351718415
172033        81      104308652
172400       378      510817677
172400       365      494663994
172400       365      493891057
172400       381      514202906
172400       456      607250509
172400       458      609903206
172254        21       31873289
172254        26       40622582
172033       741      979538397
172401       127      161146851
172401       127      161073401
170854       538      537369272
170854       541      540284661
170854       543      542063474
170854       549      547174798
170854       553      550964476
171178       300      322741292
171178       433      464233549
171178       440      470760412
171178       475      507807506
171178       543      579024325
171050       169      196485443
171050       254      320418765
171446        73       55830225
171098         4        2094231
171106        57       61237611
171106       257      285205447
171156       614      672873539
171156       616      676207081
171156       620      680078593
171156       638      701270333
171102         5        2535605
171156       518      558613818
171156       540      585277512
171446       576      737523885
171446       583      746426442
171446       625      801849845
171446       626      804087925
171050       520      668917528
171050       592      759153570
171446       166      185850152
171812       352      450619794
171921        60       49595115
171921        60       49818868
171921        63       54121910
172033       426      564446989
172163       168      252612107
172163       169      254460779
172400        92      129133548
172411       342      444984824
172033       106      136116500
172033       119      153312243
172033       154      197183041
172389       408      591872085
172389       409      592720427
172400       538      726809116
172400       539      727962735
172400       540      729239854
172400       550      744393984
171369        92       81680539
171369        92       82268744
171369        95       85760801
171369        98       90986162
171369        98       90643241
171812       209      258960776
171812       210      261429234
172033       295      378995193
172033       591      788258041
171050       233      289198331
171050       235      292282398
171369        68       48333063
171369        68       48729865
171369        70       51492878
171446        68       48214290
171446        69       49504722
171446        69       50477615
171446        70       51639158
171812       190      234298641
171812       208      258725398
172033       728      963655688
171315       136      147616830
171315       187      214768963
172033        98      126070346
172033       485      645647493
172033       636      846904954
172033       736      974243642
172163       709     1016411230
172163       727     1042169037
171219        55       35530011
171219        56       36813701
172033        42       54023706
172033        44       56384431
172254         4        1496925
172254         6        5548649
172033       514      685792103
172033       518      690021893
172163       656      940432111
172400       565      765147730
170826        99       97624197
172163       295      439392241
172389       113      152106927
172400       519      699450341
172400       642      874370408
171050        67       43547688
171050        72       49206891
171812        75       72927780
171812        77       76418068
172014       198      303819359
172411       336      435637044
172014       226      344788817
172389       290      424731789
172389       294      431181874
172400       115      162223510
172400       126      176997512
172400       280      384196783
172801       367      390103705
172801       380      403782737
172801       402      426106056
172801       404      428042970
172801       412      436184528
172801       456      480581559
172791       307      417269491
172791       313      425752146
172791       315      429253486
172791       319      435329961
172791       325      443507429
172791       328      448488251
172791       329      449652631
172791       336      459481854
172791       340      465773617
172791       355      488185406
172791       363      498935449
172791       366      504082506
172791       370      509004228
172791       373      513596353
172791       383      528139171
172791       171      205866736
172791       173      210458384
172791       175      213431173
172791       176      213995479
172791       176      214720132
172791       176      214982725
172791       178      218167940
172791       188      233728916
172791       191      239347647
172791       199      251718743
172791       201      255231268
172791       451      623825927
172791       456      631278917
172791       458      633064617
172630        81      116481409
172630        88      128075366
172630        94      138027074
172630       101      151245448
172802        76       64202907
172802        80       67950378
172802        85       72212649
172802       104       88744084
172802       111       95111755
172802       210      174501555
172802       212      176460568
172802       223      186137102
172802       226      188739749
172802       229      190666877
172802       229      190776945
172802       259      215764854
172791      1245     1718059620
172791      1252     1727388501
172791      1254     1729099619
172791      1256     1731501868
172791      1258     1735096896
172791      1261     1737930310
172791      1262     1739737174
172791      1283     1765909907
172791      1286     1770414835
172791      1294     1779807515
172791      1301     1789269157
172791      1302     1790497665
172635         8        7921920
172635         9        9917049
172635        17       22107987
172635        32       45345836
172635        35       51459576
172635        36       52940002
172635        39       57672974
172802       253      211413291
172802       385      321922480
172802       272      227348146
172802       279      232615379
172802       301      250756965
172802       313      260419087
172802       765      635211766
172802       394      329738491
172802       398      333186445
172802       401      336140486
172802       412      345406226
172802       420      351699856
172791      1551     2092854741
172791      1555     2097237073
172791       751     1033820818
172620        11        8382513
172620        25       21645576
172620        46       41194174
172620        66       59093425
172620        67       60071393
172620       153      138772365
172620       157      142188692
172620       170      154703720
172791       484      669395137
172791       607      829975402
172791       613      838168912
172791       688      938118223
172801       871      861530685
172801       932      914998871
172801       975      951352391
172801      1031      998797486
172801      1047     1011837002
172801      1062     1024706775
172801      1080     1040252253
172801      1085     1044570326
172801      1088     1047559548
172801      1092     1050752455
172802       580      484815606
172802       658      548435920
172802       682      568311504
172802       698      581425643
172802       724      602019046
172791      1153     1599771990
172791      1159     1606598600
172791      1162     1611107556
172791      1165     1615409649
172791      1173     1625840376
172791      1183     1638513768
172791      1187     1643604003
172791      1192     1650562308
172791      1196     1654610414
172791      1203     1664674838
172791       824     1142986238
172791       903     1257978480
172791       904     1258780481
172791       907     1262684742
172791       937     1306064725
172791       851     1182085489
172791       853     1185405964
172791       861     1196846317
172791       892     1242064952
172791       953     1328564542
172791       955     1330669674
172791       183      225798324
172791       204      258541605
172791       209      266729817
172791       213      273597721
172791       295      399520875
172791       500      691139327
172791       664      900818645
172791       673      915446033
172799       137      149307838
172799       145      157963149
172799       147      160501489
172799       149      162462122
172799       153      167288613
172799       154      168076720
172799       154      168287033
172799       157      171013106
172799       163      178069543
172799       169      183884286
172791        79       55761525
172791      1434     1953163503
172791      1438     1957809253
172791      1451     1973387432
172791      1453     1975870755
172791       770     1062941481
172791       775     1069812720
172791       777     1072538195
172791       779     1075907849
172791       780     1078419032
172791       802     1110338174
172791       805     1115546537
172791       807     1117416240
172799       110      119633952
172799       122      132557187
172799       129      140153347
172799       235      258330430
172791      1342     1839777931
172791      1342     1840003592
172791      1346     1845786985
172791      1364     1868228852
172791      1375     1881633113
172791       302      410296271
172791       385      531104711
172791       386      532911795
172791       387      534025798
172791       391      539818853
172791       393      542947158
172791       412      569606579
172791       413      570235307
172635       201      299918507
172635       210      313774629
172635       214      319933437
172635       215      320452824
172635       217      323121951
172635       224      333196551
172635       236      350953078
172620       247      223449085
172620       252      227899955
172620       367      329234340
172620       368      330379692
172620       370      331468063
172620       449      399756198
172620       452      402282829
172620       459      408839606
172620       461      410555420
172801       501      526100131
172801       502      526694778
172801       586      610508511
172801       588      613094040
172801       602      626790285
172801       604      628382447
172801       647      670112297
172801       657      679638160
172801       662      684998948
172801       667      689833086
172801       669      691566430
172791       472      653262858
172791       501      692122524
172791       503      694652495
172791       563      775608965
172791       579      794235811
172791       588      805295017
172791       598      819481833
172630        73      102360199
172630       139      214838947
172630       144      223063315
172630       150      231538526
172791       961     1339455561
172791       967     1347167393
172791       981     1367137489
172791      1001     1394783413
172791      1024     1426663005
172791      1025     1427300748
172791       496      685251377
172791       508      702201840
172791       626      854490493
172791       831     1153255535
172791       516      712009046
172791       520      718188802
172791       523      722185034
172791       528      727877137
172791       531      732727905
172791       536      739180591
172791       546      752209818
172791       557      767211886
172635       167      249927638
172635       262      388846632
172778        86      101183572
172778        86      101687358
172791       882     1226777364
172791       890     1238488475
172791      1014     1412515506
172791      1018     1418327533
172791      1218     1683560863
172791      1226     1693350517
172791      1229     1697871343
172799        99      108279542
172799       100      108319179
172799       116      126417987
172799       116      126481273
172799       221      241516202
172799       227      249140895
172799       241      265358906
172799       266      293456868
172799       272      301147263
172799       282      312223421
172778        53       43793050
172778        55       46907109
172778        62       58365253
172630       113      171259873
172630       117      177269301
172630       121      183600856
172635        68      101408970
172635        92      138362465
172635        97      145592712
172635       118      178023187
172620       254      229302083
172620       256      231720264
172620       259      233953479
172620       264      238955970
172620       267      241637767
172620       273      246462402
172620       279      251675081
172620       307      276715571
172620       394      352838790
172620       403      360110976
172620       410      366065515
172801       878      867809733
172801       883      872738001
172801       885      874732962
172801       993      967581488
172801      1112     1067441871
172630        38       41101970
172630        41       46057324
172630        58       76414925
172630        59       78248583
172791       103       96405869
172791       106      101708640
172791       219      283036902
172791       240      315079519
172791       252      334513082
172791       254      337727850
172791       113      112141370
172791       264      351822501
172791       269      360645352
172791       276      371118994
172791       280      376651319
172791       283      381622239
172791       285      384251885
172791       285      384707142
172791       286      385945059
172791       876     1219302619
172791       879     1223166654
172791      1110     1542312102
172791      1117     1552139336
172791      1120     1555605212
172791      1126     1563493555
172791      1132     1572045890
172801       335      357498309
172801       336      358903636
172801       393      416581003
172801       395      418560735
172791      1036     1442820130
172791      1065     1481856414
172791      1068     1486763369
172791      1069     1487168771
172791      1071     1490183867
172791      1083     1506132857
172791       147      167529827
172791       153      178120114
172791       160      188200324
172798         4        1513696
172798        22       21640475
172801       794      799933587
172801       904      891879141
172801       923      907008960
172801       924      908139561
172801       926      909750951
172801       936      918557096
172801       943      922844459
172801       948      927584772
172801       957      935883992
172801       962      940255660
172801       964      942371157
172801       633      656736965
172801       681      701526266
172801       694      713742271
172801       704      723049042
172801       707      725921573
172801       715      734073292
172801       756      766508984
172801       764      774281360
172802       341      284486691
172802       344      287521611
172802       351      293190068
172802       358      299339967
172802       446      373671101
172802       464      388749248
172802       520      435749019
172791      1398     1909193437
172802         4        1264032
172802         9        5695074
172802        21       16741683
172802       190      158229494
172799       104      113165945
172799       104      113259442
172799       291      322294911
172799       293      325444412
172799       340      377848248
172799       344      383235243
172799       351      391181152
172799       359      399211015
172635        48       70595427
172635        60       89984868
172635        71      106225576
172635        72      108249316
172635        77      115356244
172635        78      116736672
172635       139      209474582
172635       177      265128847
172635        81      121550118
172635       138      208008804
172802       367      307045935
172802       369      308698452
172802       605      505608271
172802       734      610162231
172802       751      624075249
172620        75       67617319
172620        92       83322069
172620        94       84983228
172620       174      157512284
172620       179      162779163
172620       181      163996739
172620       188      170897465
172620       217      196984068
172620       220      199292656
172620       235      212793454
172620       242      218901606
172801       478      502661106
172801       488      513328486
172801       489      514483428
172801       510      535278528
172801       517      542687306
172801       528      552809989
172801       557      581611874
172801       559      583526124
172799         5        3353119
172799        12       11120767
172799        61       66076852
172799        70       75446836
